DATE;NOM;GENRE;HOMME;FEMME;AGE;AGE2;DOMICILE;ADRESSE;PERP;LIEU;MULTIPLE;BLESSÉS;ESPACE PUBLIC;LOCALISATION POST-MORTEM;CALCINÉS;CAUSE DU DÉCÈS;FUSILLADE;ATTACHÉ;TRACES DE TORTURE;MUTILATION;ENCOBIJADO/ENTEIPADO;MESSAGE;QUALIFICATION;ORIGINE DU DÉFUNT;COMMENTAIRE
27-May;1;1;1;0;1;23;;;0;RANCHO LA DESTILADERA;1;0;1;3;0;0;0;0;0;0;0;0;0;;"ALLAIENT ÊTRE ENTERRÉS DANS UNE FOSSE COMMUNE CLANDESTINE, BURREROS SELON ""LAS INVESTIGACIONES"""
27-May;1;1;1;0;1;23;;;0;RANCHO LA DESTILADERA;1;0;1;3;0;0;0;0;0;0;0;0;0;;"ALLAIENT ÊTRE ENTERRÉS DANS UNE FOSSE COMMUNE CLANDESTINE, BURREROS SELON ""LAS INVESTIGACIONES"""
27-May;1;1;1;0;1;23;;;0;RANCHO LA DESTILADERA;1;0;1;3;0;0;0;0;0;0;0;0;0;;"ALLAIENT ÊTRE ENTERRÉS DANS UNE FOSSE COMMUNE CLANDESTINE, BURREROS SELON ""LAS INVESTIGACIONES"""
27-May;1;1;1;0;1;23;;;0;RANCHO LA DESTILADERA;1;0;1;3;0;0;0;0;0;0;0;0;0;;"ALLAIENT ÊTRE ENTERRÉS DANS UNE FOSSE COMMUNE CLANDESTINE, BURREROS SELON ""LAS INVESTIGACIONES"""
05-Jun;1;1;1;0;1;21;1;Col. Empalme-Nogales;0;C. VIRGO Y ALEJANDRÍA, COL. EL GRECO;0;0;1;0;0;1;1;0;0;0;0;0;0;;
15-Jun;1;1;1;0;0;;;;0;AV. OBREGÓN Y C. MÉDICO MILITAR;0;0;1;0;0;1;1;0;0;0;0;0;0;NAVOJOA, SONORA;
15-Jun;1;1;1;0;1;29;;;0;C. DE LA MONTURA, COL. RODEO;0;0;2;1;0;0;0;0;0;1;0;0;0;;CRANE DÉPOSÉ DEVANT MAISON, IDENTIFIÉ PAR ÉPOUSE
16-Jun;1;1;1;0;1;43;;;0;POR RANCHO EL PAPALOTE;0;0;1;3;0;0;0;0;0;0;0;0;0;;ENLEVÉ UN MOIS PLUS TÔT
18-Jun;1;1;1;0;1;25;1;Col. Altamira;0;C. EMBOVEDADO DETRÁS DEL PERIODICO IMPARCIAL;0;0;1;1;0;1;0;0;0;0;1;0;0;;BALLE DANS LA NUQUE
01-Jul;1;1;1;0;1;22;;;0;PANTEÓN NACIONAL, CALLE REFORMA;1;0;1;1;0;0;0;0;0;1;0;1;0;;DÉCAPITÉS, CRANES PENDUS SUR LA GRILLE DU CIMETIERRE AVEC UN MESSAGE/reforma
01-Jul;1;1;1;0;1;23;;;0;PANTEÓN NACIONAL, CALLE REFORMA;1;0;1;1;0;0;0;0;0;1;0;1;0;;DÉCAPITÉS, CRANES PENDUS SUR LA GRILLE DU CIMETIERRE AVEC UN MESSAGE
04-Jul;0;0;0;0;0;;;;0;PLAZA COLOSIO;0;0;1;1;0;0;0;0;0;1;0;0;1;;CRÂNE DÉPOSÉ DANS UNE GLACIÈRE, VOLÉ DANS CIMETIERRE
08-Jul;1;1;1;0;1;33;;;0;CERRO LAS ANTENAS, COL. COLINAS DEL SOL POR C. OSA MAYOR;0;0;1;1;0;1;1;0;0;0;0;0;0;;
11-Jul;0;0;0;0;0;;;;0;KM 15 DE LA CARRETERA INTERNACIONAL;0;0;1;1;0;3;0;1;0;0;0;0;0;;ATTACHÉ PIEDS ET MAINS
12-Jul;1;1;1;0;1;35;;;0;C. GALEANA Y C. REVOLUCION, COL. OBRERA;1;1;1;0;0;1;1;0;0;0;0;0;0;;
12-Jul;0;1;1;0;0;;;;0;C. GALEANA Y C. REVOLUCION, COL. OBRERA;1;0;1;0;0;1;1;0;0;0;0;0;0;;
15-Jul;1;1;1;0;1;47;;;0;"""CERRO DEL PASTEL"", C. MARATHON, COL. KENNEDY";0;0;1;1;0;1;1;0;0;0;0;0;0;;
17-Jul;1;1;1;0;1;27;;;0;"CARRETERA INTERNACIONAL, ""CAPILLA SANTA MUERTE""";0;0;1;1;0;0;0;0;0;0;0;0;0;;porté disparu une semaine plus tôt, distribution de folletos, ENTERRÉ CLANDESTINEMENT, ÇA N'EST PAS INDIQUÉ DANS LE JOURNAL/agustin
19-Jul;1;1;1;0;1;19;;;0;CENTRO DE TRANSFERENCIA MUNICIPAL;1;0;1;1;0;0;0;0;0;1;0;0;0;;DÉMEMBRÉS
19-Jul;1;1;1;0;1;16;;;0;CENTRO DE TRANSFERENCIA MUNICIPAL;1;0;1;1;0;0;0;0;0;1;0;0;0;;DÉMEMBRÉS
23-Jul;1;1;1;0;0;;;;0;AGENCIA CUARTA DEL MINISTERIO PÚBLICO DEL FUERO COMÚN, ESPECIALIZADA EN DELITOS SEXUALES Y VIOLENCIA INTRAFAMILIAR;0;0;1;0;0;1;1;0;0;0;0;0;0;;POLICIER MUNICIPAL
24-Jul;1;1;1;0;1;30;;;0;ACCESO AL FRAC. RESIDENTIAL EL GRECO;1;0;1;0;0;1;1;0;0;0;0;0;2;;EX-POLICIER MUNICIPAL
24-Jul;1;1;1;0;1;34;;;0;ACCESO AL FRAC. RESIDENTIAL EL GRECO;1;0;1;0;0;1;1;0;0;0;0;0;2;;
25-Jul;1;1;1;0;1;19;;;0;;0;0;0;2;0;0;0;0;0;0;0;0;0;;
26-Jul;1;1;1;0;1;30;;;0;C. CALZADA DE LA VIRGEN, COL. LOMAS DE FÁTIMA;0;0;1;0;0;1;0;0;0;0;0;0;2;;
29-Jul;1;1;1;0;1;30;;;0;POR AEROPUERTO LOCAL;0;2;1;0;0;1;1;0;0;0;0;0;2;;
03-Aug;1;1;1;0;1;34;;;0;C. TRECEAVA, COL. SOLIDARIDAD;0;0;1;1;0;4;0;0;0;0;0;0;1;;CUCHILLO CASERO Y PICO CON MANGA DE MADERA
07-Aug;1;1;1;0;0;;;;0;ANTRO LA BARRA DEL GRECO;0;0;1;0;0;1;0;0;0;0;0;0;0;;SUPUESTA RIÑA
08-Aug;1;1;1;0;1;34;;;0;C. RÍO BRAVO, COL. HÉROES;0;0;1;1;0;3;0;0;0;0;0;0;0;;
08-Aug;0;0;0;0;0;;;;0;C. ORIZABA, COL. EMPALME-NOGALES;0;1;1;1;0;0;0;0;1;0;1;0;0;;"""FUERON ABANDONAS DOS PERSONAS"""
11-Aug;0;0;0;0;0;;;;0;CERRO DEL PASTEL, COL. KENNEDY;0;0;1;1;0;1;1;0;0;0;0;0;1;;
12-Aug;1;1;1;0;0;;;;0;C. 27 DE AGOSTO Y MACLOVIO HERRERA, COL. BOLIVAR;0;0;1;0;0;0;0;0;0;0;0;0;2;;EXCOMANDANTE DE LA POLICIA MUNICIPAL
15-Aug;0;1;1;0;0;;;;0;C. PIRGOS, COL. EL GRECO;0;0;1;1;0;0;0;0;0;0;0;0;0;;DESCRIPTION PHYSIQUE ET VÊTEMENTS
16-Aug;1;1;1;0;1;22;;;0;C. DEL POZO, COL. BUENA VISTA;0;0;1;1;0;0;0;0;0;0;0;0;2;;
17-Aug;1;1;1;0;1;28;;;0;C. PUERTO RICO, COL. ESPERANZA;0;0;1;2;0;0;0;0;0;0;0;0;0;;
17-Aug;1;1;1;0;1;30;;;0;C. BOLÍVAR, COL. BOLÍVAR;0;0;1;0;0;1;1;0;0;0;0;0;0;;
18-Aug;0;0;0;0;1;17;;;0;CAÑADA EN AV. TECNOLOGICO FINAL, COL. EL REPRESO;0;0;1;1;0;0;0;0;0;0;0;0;0;;
21-Aug;1;1;1;0;1;30;;;0;PLAZA TEC EN AV. TECNOLOGICO Y BD. EL GRECO;0;0;1;0;0;1;1;0;0;0;0;0;0;;
21-Aug;1;1;1;0;1;60;;;0;PERI.COLOSIO Y ACCESO AL ITN, COL. EL GRECO;0;3;1;1;0;1;1;0;0;0;0;0;0;;"""MINUTOS DESPUES"""
23-Aug;1;1;1;0;1;36;;;0;C. SIERRA MARIQUITA, COL. BUENOS AIRES;0;0;1;0;0;1;1;0;0;0;0;0;0;;
23-Aug;1;1;1;0;0;;;;0;C. ATENEA, RESIDENTIAL EL GRECO;1;0;1;0;0;1;1;0;0;0;0;0;1;;PÈRE ET FILS, CE DERNIER POLICIER MUNICIPAL
23-Aug;1;1;1;0;0;;;;0;C. ATENEA, RESIDENTIAL EL GRECO;1;0;1;0;0;1;1;0;0;0;0;0;1;;PÈRE ET FILS, CE DERNIER POLICIER MUNICIPAL
24-Aug;0;1;1;0;0;;;;0;C. CARDENALES, COL. VILLA SONORA;0;1;1;0;0;1;0;0;0;0;0;0;0;;
25-Aug;1;1;0;1;1;17;;;0;C. ALAMOS ENTRE NAVOJOA Y CALZADA DE LOS DOCTORES, COL. GRANJA;0;0;1;1;0;0;0;1;0;0;1;0;0;;PIEDS ET MAINS LIÉS, VISAGE ENTEIPADO, CABLE AUTOUR DU COU
25-Aug;1;1;1;0;1;25;;;1;COL. LOMAS DE FÁTIMA, POR BASE DE LA PEI;1;0;1;0;0;1;1;0;0;0;0;0;0;;ENFRENTAMIENTO AVEC FUERZAS FEDERALES DE APOYO
25-Aug;1;1;1;0;1;28;;;1;COL. LOMAS DE FÁTIMA, POR BASE DE LA PEI;1;0;1;0;0;1;1;0;0;0;0;0;0;;ENFRENTAMIENTO AVEC FUERZAS FEDERALES DE APOYO
26-Aug;1;1;1;0;1;35;;;0;C. HERNÁN CORTEZ, COL. OBRERA;0;0;1;0;0;1;0;0;0;0;0;0;1;;VICTIMARIO A BICICLETA
27-Aug;1;1;1;0;1;39;1;Nogales, Arizona;0;C. MACLOVIO HERRERA Y JESÚS SIQUEIROS, COL. BOLÍVAR;0;0;1;0;0;3;0;0;0;0;0;0;1;;
28-Aug;1;1;1;0;1;26;1;Col. Rosarito;0;;0;0;1;1;0;1;0;0;1;0;0;0;0;;
29-Aug;1;1;1;0;0;;;;0;C. ARROYO CELATA, COL. CTS-CROC;0;0;1;1;0;1;0;0;0;0;0;0;1;;
01-Sep;0;1;1;0;0;;;;0;C. PASEO ESPLANDOROSO;0;0;1;3;0;0;0;1;0;0;1;0;0;;MAINS ATTACHÉES, TÊTE COUVERTE D'UN SAC PLASTIC
04-Sep;1;1;1;0;1;37;;;0;"AFUERA DEL SALÓN ""CUEVA DE LOS LEONES"", C. HERMOSILLO Y NAVOJOA, COL. GRANJA";0;0;1;0;0;0;0;0;0;0;0;0;0;;
06-Sep;1;1;1;0;1;26;1;Col. Los Virreyes;0;;1;0;1;1;0;1;1;1;0;0;0;0;0;;MAINS LIÉES
06-Sep;0;1;1;0;0;;;;0;;1;0;1;1;0;1;1;1;0;0;0;0;0;;MAINS LIÉES
06-Sep;0;1;1;0;0;;;;0;;1;0;1;1;0;1;1;1;0;0;0;0;0;;MAINS LIÉES
09-Sep;0;1;1;0;0;;;;0;C. AGUSTÍN LARA, COL. LOMAS DE NOGALES DOS;0;0;1;0;0;1;1;0;0;0;0;0;0;;
12-Sep;0;1;1;0;0;;;;0;C. TERRENATE Y CHIMENEAS, COL. JARDINES DE LA MONTAÑA;0;0;1;1;0;0;0;1;0;0;0;0;0;;BLESSURE À LA TÊTE, MAINS LIÉES, DÉCÉDÉ À L'HOPITAL
13-Sep;0;1;1;0;0;;;;0;"FRENTE AL ""YUNKE EL PATÓN"", AV. TECNOLOGICO Y C. LAGO AZUL";1;0;1;2;0;1;1;0;0;0;0;0;0;;
13-Sep;0;0;0;0;0;;;;0;"FRENTE AL ""YUNKE EL PATÓN"", AV. TECNOLOGICO Y C. LAGO AZUL";1;0;1;2;0;1;1;0;0;0;0;0;0;;
16-Sep;0;1;1;0;0;;;;0;C. ESTADO DE COLIMA, COL. LA BRISA;0;0;1;1;0;1;1;1;0;0;1;0;0;;PIEDS ET MAINS LIÉS, TÊTE ENTEIPADA
16-Sep;0;1;1;0;0;;;;0;C. MARIANO MONTEVERDE, COL. ENCINOS;0;0;1;1;0;0;0;0;0;0;0;0;0;;
21-Sep;1;1;1;0;1;43;;;0;C. VENUSTIANO CARRANZA, COL. MODERNA;0;0;1;0;0;1;1;0;0;0;0;0;0;;
23-Sep;1;1;1;0;1;20;;;0;PERI. COLOSIOPOR FERRETERÍA FETASA, COL. EL GRECO;0;3;1;0;0;1;1;0;0;0;0;0;0;;PLAQUES D'ARIZONA
24-Sep;1;1;1;0;1;44;;;0;CERRETERA INTERNACIONAL POR AGENCIA VOLKSWAGEN, COL. NUEVO NOGALES;0;2;1;0;0;1;1;0;0;0;0;0;0;;
26-Sep;1;1;1;0;1;33;;;0;C. PRIVADA BECERRIL, COL. KENNEDY;0;1;1;1;0;0;0;0;0;0;0;0;0;;
26-Sep;0;0;0;0;0;;;;0;C. DE LA ISLA, FRAC. PIMA UNO;0;0;1;1;0;0;0;0;0;0;0;0;0;;
26-Sep;1;1;1;0;1;20;;;0;C. HERMOSILLO Y GABILONDO, COL. GRANJA;0;0;1;0;0;1;1;0;0;0;0;0;0;;PLAQUES DE BASSE-CALIFORNIE
29-Sep;0;0;0;0;0;;;;0;FINAL DE LA C. ONAVAS, COL. ROSARITO DOS;0;0;1;1;0;0;0;0;0;0;0;0;0;;
29-Sep;1;1;1;0;1;40;;;0;C. FRANCISCO EUSEBIO KINO, COL, KENNEDY;0;0;1;2;0;1;1;0;0;0;0;0;0;;
03-Oct;1;1;1;0;1;18;;;0;C. PARAGUAY, COL. OBRERA;0;0;2;0;0;1;0;0;0;0;0;0;0;;
06-Oct;1;1;1;0;1;21;;;0;C. AMAZONAS, COL. ESPERANZA;0;0;1;0;0;1;1;0;0;0;0;0;0;;
06-Oct;1;1;1;0;1;23;;;1;AV. DE LOS MAESTROS, FRAC. VILLA BONITA;1;0;1;0;0;1;1;0;0;0;0;0;0;;"ENFRENTAMIENTO AVEC ""ELEMENTOS DEL OPERATIVO CANDADO"""
06-Oct;1;1;1;0;1;40;;;1;AV. DE LOS MAESTROS, FRAC. VILLA BONITA;1;0;1;0;0;1;1;0;0;0;0;0;0;;"ENFRENTAMIENTO AVEC ""ELEMENTOS DEL OPERATIVO CANDADO"""
14-Oct;0;1;1;0;0;;;;0;ACCESO DE TERRACERIA DEL PASEO LA ESCONDIDA;0;0;1;1;0;0;0;0;0;0;0;0;0;;
16-Oct;1;1;1;0;1;29;;;0;C. MAZATLAN, COL. PUEBLO NUEVO;1;1;0;0;0;1;1;0;0;0;0;0;0;;
16-Oct;1;1;1;0;1;18;;;0;C. MAZATLAN, COL. PUEBLO NUEVO;1;;0;0;0;1;1;0;0;0;0;0;0;;
18-Oct;1;1;1;0;0;46;;;0;CAMINO VECINAL ENTRE EJIDO LA RIZONA Y MUNICIPIO DE SÁRIC;1;0;1;1;0;0;0;0;0;1;0;0;0;;DÉCAPITÉS ET DISPERSÉS SUR UNE SURFACE DE 4 KM
18-Oct;0;1;1;0;1;;;;0;CAMINO VECINAL ENTRE EJIDO LA RIZONA Y MUNICIPIO DE SÁRIC;1;0;1;1;0;0;0;0;0;0;0;0;0;;
19-Oct;1;1;1;0;1;33;;;0;C. BELLOTAS, FRAC. EL CANELO;0;0;1;1;0;1;0;0;0;0;0;0;0;;
19-Oct;1;1;1;0;1;28;;;0;PLAZA COMERCIAL GALERÍA NORTE, BD, COLOSIO;0;0;1;0;0;1;1;0;0;0;0;0;0;;
20-Oct;1;1;1;0;0;;;;0;"FRENTE AL SALÓN ""JC CLUB"" C. MARATHON, COL. KENNEDY";0;0;1;1;0;0;0;0;0;0;0;0;0;;
23-Oct;0;1;1;0;0;;;;0;C. LUCIO BLANCO, COL. ENCINOS;0;0;1;1;0;0;0;0;0;0;0;0;0;;
27-Oct;1;1;1;0;1;24;;;0;AV. TECNOLOGICO Y AV. DE LOS MAESTROS, COL. GRANJA;0;0;1;0;0;1;0;0;0;0;0;0;2;;
30-Oct;1;1;0;1;1;43;;;0;200M AL NORTE DE COL. LA MEZA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
30-Oct;1;1;1;0;1;41;;;0;200M AL NORTE DE COL. LA MEZA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
09-Nov;1;1;1;0;1;28;;;0;PARTE EXTREMA DE COL. COLINAS DEL SOL;0;1;1;0;0;1;0;0;0;0;0;0;0;;
22-Nov;0;0;0;0;0;;;;1;;0;0;1;0;0;1;1;0;0;0;0;0;0;;ENFRENTAMIENTO AVEC POLICE MUNICIPALE
27-Nov;0;1;1;0;0;;;;0;SUROESTE DEL FRAC. LA MEZA;0;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;0;0;0;0;0;;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;1;35;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;1;40;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;1;19;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;1;30;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;1;40;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
31-Oct;1;1;1;0;0;;;;0;AL NORTE DE LA TERMOELÉCTRICA, FRAC. LA MESA;1;0;1;3;0;0;0;0;0;0;0;0;0;;
06-Dec;0;1;1;0;1;;;;0;FRAC. LA MESA;0;0;1;1;0;3;0;0;0;0;0;0;0;;
11-Dec;1;1;1;0;0;21;1;Col. Las Torres;0;FRAC. PASEO CHULAVISTA;0;0;1;0;0;1;0;0;0;0;0;0;1;;
11-Dec;0;0;0;0;1;;;;0;EXTREMO DE COL. ARTÍCULO 27;0;0;1;1;0;0;0;1;1;1;0;0;0;;MAINS ATTACHÉES, DÉFIGURÉ
30-Dec;1;1;1;0;1;35;;;0;INTERIOR ANTRO BOLEIRO;1;0;1;0;0;1;0;0;0;0;0;0;2;;DANS ANTRO BOLEIRO/tb
30-Dec;1;1;1;0;1;33;;;0;INTERIOR ANTRO BOLEIRO;1;0;1;0;0;1;0;0;0;0;0;0;2;;DANS ANTRO BOLEIRO
30-Dec;1;1;1;0;1;35;;;0;INTERIOR ANTRO BOLEIRO;1;0;1;0;0;1;0;0;0;0;0;0;2;;DANS ANTRO BOLEIRO
;;;;;;;;;;;;;;;;;;;;;;;;;
216;216;216;216;216;216;131;31;;;205;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
CONNUS;149;169;160;9;131;;;;15;;96;50;;;;;;;;;;;;;
;;;;;MOYENNE;28,61832061;;;;;;PUBLIC;191;OUI;7;;73;21;16;13;24;8;;14;
;;;;;MÉDIANNE;27;;;;;;PRIVÉ;7;NON;209;;143;195;200;;192;208;;;
;;;;;MINI;;;;;;;NSP;18;;;;;;;;;ASSASSINAT;36;;
;;;;;MAXI;;;;;;;;RUE;82;;;;;;;;EXÉCUTION;21;;
;;;;;;PERP+FUSILLADE;;;7;;;;VÉHICULE;21;;;;;;;;NSP;159;;
;;;;;;PERP+FEMME;;;3;;;;ENTERRÉ;25;;;;;;;;;;;
;;;;;;;;;;;;;NON/NSP;88;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;BALLES;;100;;;;;;;;;
;;;;;;;;;;;;;;SOFOCATION;;3;;;;;;;;;
;;;;;;;;;;;;;;BATTU;;8;;;;;;;;;
;;;;;;;;;;;;;;ARME BLANCHE;;4;;;;;;;;;
;;;;;;;;;;;;;;AUTRE;;3;;;;;;;;;
;;;;;;;;;;;;;;NSP;;98;;;;;;;;;
;;;;;;;;;;;;;;;;216;;;;;;;;;
;;;;;;;;;;;;;;;;118;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;LÉGENDE;;;;;;;;;;;;;;;
;;;;;;;;;;COLONNE NOM;1=CONNU;0=INCONNU;;;;;;;;;;;;;
;;;;;;;;;;COLONNE GENRE;1=CONNU;0=INCONNU;;;;;;;;;;;;;
;;;;;;;;;;COLONNE HOMME;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE FEMME;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE AGE;1=CONNU;0=INCONNU;;;;;;;;;;;;;
;;;;;;;;;;COLONNE PERPÉTRATEUR;1=CONNU;0=INCONNU;;;;;;;;;;;;;
;;;;;;;;;;COLONNE MULTIPLE;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE BLESSÉS;NOMBRE DE BLESSÉS;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE ESPACE PUBLIC;1=OUI;2=NON;0=NSP;;;;;;;;;;;;
;;;;;;;;;;COLONNE LOCALISATION POST-MORTEM;1=RUE;2=VÉHICULE;3=ENTERRÉ;4=CALCINÉ;;0=NSP;;;;;;;;;
;;;;;;;;;;COLONNE CAUSE DU DÉCÈS;1=BALLES;2=SOFOCATION;3=BATTU;4=ARME BLANCHE;;5=AUTRE;0=NSP;;;;;;;;
;;;;;;;;;;COLONNE FUSILLADE;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE ATTACHÉ;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE TRACES DE TORTURE;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE ENCOBIJADO/ENTEIPADO;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE MESSAGE;1=OUI;0=NON/NSP;;;;;;;;;;;;;
;;;;;;;;;;COLONNE QUALIFICATION;1=ASSASSINAT;2=EXÉCUTION;0=NSP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
